xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwd 1.0.7-2
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2020.1-1
xournalpp 1.0.18-1
xsensors 0.80-2
xterm 356-1
xvidcore 1.3.7-2
xz 5.2.5-1
yajl 2.1.0-3
yarn 1.22.4-1
yay 10.0.0-1
yelp-tools 3.32.2-2
yelp-xsl 3.36.0-1
zenity 3.32.0+17+gfb0938f-2
zeromq 4.3.2-1
zinnia 0.06-5
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.6.2-3
zlib 1:1.2.11-4
zoom 5.0.413237.0524-1
zsh 5.8-1
zstd 1.4.5-1
zziplib 0.13.71-1
